distance_km,dist_to_600,co2_train_kg,co2_avion_kg,vehicule_type,origin_station_traffic,origin_city_population,dest_station_traffic,dest_city_population,ratio_origin,ratio_dest,trip_count_corridor,trip_count_origin,service_share,is_substitutable
140.98072937000154,-459.01927062999846,5.222490138782337,90.28926378908866,7,40856.0,76684.0,203396.0,4378.0,0.5327838923373845,46.45865692096848,16.0,1061.0,0.0150801131008482,1
128.44377176464903,-471.556228235351,7.363681435267329,81.70652191334781,12,0.0,0.0,28711.0,963395.0,0.0,0.02980189849438704,52.0,368.0,0.1413043478260869,1
169.59939455912993,-430.4006054408701,1.3462799940103731,114.86952591399326,12,7013155.0,139259.0,17553626.0,327734.0,50.36051529883167,53.56058877016117,38.0,283.0,0.1342756183745583,1
153.5779086733208,-446.4220913266792,1.2191014390488206,100.71748435072838,12,15926.0,1823.0,27627.0,7771.0,8.73614920460779,3.555140908505984,19.0,69.0,0.2753623188405797,1
164.7783077159568,-435.22169228404323,0.1453344674054739,104.0264458875174,12,67943.0,75580.0,2062701.0,42372.0,0.8989547499338449,48.68075615972812,18.0,150.0,0.12,1
266.8553044504371,-333.1446955495629,2.1182974067275695,109.99786897990894,13,28711.0,20509.0,4448487.0,318325.0,1.3999219854697937,13.974670541113642,5.0,148.0,0.0337837837837837,1
189.5835962649045,-410.4164037350955,0.1672127319056457,114.32046745381616,13,0.0,15705.0,0.0,16289.0,0.0,0.0,1.0,11035.0,9.062075215224288e-05,0
105.09671919310934,-494.9032808068907,0.8342577569549019,71.42005385888292,12,0.0,75580.0,3887.0,5737.0,0.0,0.677531811051072,1.0,10.0,0.1,1
104.11519120904232,-495.88480879095766,5.968923912014397,65.94114298282203,13,0.0,283799.0,0.0,0.0,0.0,0.0,80.0,538.0,0.1486988847583643,1
190.8524190136743,-409.1475809863257,0.1683318335700607,76.14989943139678,12,5702065.0,104978.0,0.0,0.0,54.31676160719389,0.0,2.0,36.0,0.0555555555555555,1
151.69011110148108,-448.3098888985189,6.823324577566822,98.19012489636648,12,336887.0,84808.0,0.0,0.0,3.972349306669182,0.0,1.0,217.0,0.0046082949308755,0
160.50209527693298,-439.497904723067,0.1415628480342549,99.69816021998422,4,3202251.0,132117.0,0.0,380.0,24.237993596584847,0.0,5.0,389.0,0.0128534704370179,1
121.7998029183991,-478.2001970816009,0.966846835566252,73.48370352630481,12,111228.0,8658.0,61284.0,75580.0,12.846846846846846,0.8108494310664197,15.0,55.0,0.2727272727272727,1
103.45026271740974,-496.5497372825903,2.007348897768619,74.0967682281761,12,0.0,0.0,0.0,0.0,0.0,0.0,8.0,540.0,0.0148148148148148,1
172.84450716666768,-427.15549283333235,1.372039697889008,103.69202800204496,13,112123.0,538.0,21423.0,691.0,208.40706319702602,31.00289435600579,1.0,254.0,0.0039370078740157,1
763.8405237805334,163.84052378053343,6.063366077769874,184.32253421138537,10,1317309.0,14207.0,359691.0,7524.0,92.72253114661787,47.80582137161085,1.0,8.0,0.125,1
234.6986848096623,-365.30131519033773,1.8630381600190995,92.24061279776234,13,6564.0,747.0,1541777.0,35177.0,8.78714859437751,43.829121300849984,9.0,221.0,0.0407239819004524,1
134.78482844389464,-465.21517155610536,0.118880218687515,88.89930131528176,12,0.0,0.0,0.0,47906.0,0.0,0.0,24.0,464.0,0.0517241379310344,1
114.48280774008312,-485.5171922599169,2.2214244013885733,85.42155201695823,7,6837.0,0.0,0.0,0.0,0.0,0.0,1.0,1396.0,0.0007163323782234,0
701.133285747086,101.133285747086,5.565596022260369,175.32663786328808,12,0.0,3487.0,1104562.0,9542.0,0.0,115.75791238734018,1.0,499.0,0.002004008016032,0
